0,163
1,179
2,210
3,192
4,181
5,167
6,170
7,179
8,189
9,194
10,174
11,110
12,135
13,118
14,118
15,123
16,110
17,92
18,117
19,64
20,87
21,79
22,74
23,105
24,69
25,88
26,88
27,76
28,70
29,50
30,63
31,55
32,56
33,31
34,52
35,76
36,56
37,44
38,41
39,57
40,35
41,47
42,47
43,66
44,31
45,61
46,26
47,27
48,75
49,89
50,51
51,59
52,58
53,77
54,63
55,76
56,107
57,158
58,83
59,84
60,51
61,98
62,86
63,97
64,104
65,169
66,128
67,112
68,150
69,168
70,130
71,175
72,192
73,139
74,184
75,162
76,155
77,192
78,198
79,142
80,159
81,226
82,200
83,198
84,193
85,178
86,221
87,209
88,227
89,265
90,267
91,265
92,213
93,247
94,211
95,238
96,231
97,213
98,250
99,217
100,193
101,200
102,242
103,196
104,255
105,199
106,268
107,206
108,198
109,220
110,196
111,168
112,179
113,185
114,163
115,183
116,205
117,198
118,160
119,174
120,129
121,192
122,154
123,144
124,162
125,147
126,132
127,162
128,150
129,125
130,126
131,152
132,126
133,74
134,102
135,98
136,75
137,68
138,90
139,67
140,50
141,53
142,52
143,40
144,46
145,45
146,44
147,48
148,46
149,55
150,37
151,29
152,28
153,35
154,29
155,23
156,23
157,32
158,33
159,39
160,32
161,39
162,43
163,47
164,59
165,45
166,40
167,35
168,59
169,54
170,69
171,58
172,65
173,65
174,56
175,120
176,76
177,91
178,88
179,98
180,105
181,171
182,95
183,104
184,109
185,102
186,120
187,108
188,135
189,135
190,119
191,120
192,183
193,126
194,139
195,168
196,161
197,134
198,140
199,230
200,202
201,178
202,194
203,156
204,137
205,187
206,181
207,199
208,230
209,173
210,180
211,144
212,187
213,208
214,193
215,197
216,170
217,204
218,205
219,173
220,172
221,215
222,197
223,184
224,213
225,162
226,148
227,142
228,126
229,119
230,153
231,184
232,146
233,149
234,135
235,123
236,125
237,111
238,151
239,97
240,126
241,84
242,92
243,81
244,90
245,102
246,108
247,58
248,69
249,73
250,101
251,54
252,35
253,53
254,36
255,27
256,52
257,35
258,23
259,59
260,41
261,40
262,20
263,34
264,26
265,18
266,36
267,15
268,24
269,26
270,24
271,22
272,17
273,27
274,30
275,33
276,45
277,43
278,45
279,47
280,38
281,45
282,43
283,44
284,46
285,83
286,74
287,74
288,65
289,54
290,100
291,85
292,76
293,90
294,118
295,72
296,120
297,85
298,112
299,113
300,118
301,131
302,126
303,127
304,108
305,132
306,115
307,119
308,151
309,136
310,153
311,146
312,122
313,187
314,150
315,157
316,209
317,181
318,216
319,173
320,198
321,157
322,229
323,123
324,157
325,210
326,146
327,178
328,153
329,147
330,186
331,199
332,185
333,176
334,135
335,176
336,150
337,174
338,158
339,121
340,128
341,133
342,127
343,102
344,170
345,110
346,125
347,116
348,105
349,122
350,105
351,103
352,50
353,71
354,58
355,58
356,50
357,44
358,75
359,49
360,44
361,53
362,46
363,38
364,38
365,30
366,21
367,25
368,21
369,27
370,22
371,35
372,29
373,30
374,24
375,30
376,21
377,28
378,21
379,23
380,12
381,18
382,23
383,21
384,15
385,17
386,26
387,32
388,23
389,50
390,39
391,38
392,51
393,39
394,33
395,42
396,66
397,46
398,54
399,65
400,64
401,47
402,57
403,65
404,116
405,99
406,152
407,94
408,135
409,122
410,139
411,159
412,155
413,166
414,172
415,190
416,237
417,174
418,150
419,200
420,195
421,207
422,213
423,219
424,276
425,237
426,273
427,221
428,237
429,252
430,326
431,283
432,221
433,283
434,213
435,311
436,222
437,217
438,184
439,212
440,171
441,223
442,219
443,170
444,190
445,193
446,127
447,179
448,187
449,123
450,149
451,150
452,132
453,130
454,125
455,114
456,80
457,85
458,76
459,98
460,80
461,82
462,93
463,66
464,53
465,57
466,45
467,83
468,50
469,42
470,34
471,26
472,35
473,42
474,32
475,36
476,29
477,29
478,33
479,49
480,15
481,23
482,23
483,33
484,13
485,20
486,21
487,28
488,20
489,18
490,30
491,16
492,21
493,18
494,18
495,19
496,24
497,17
498,15
499,39
500,22
501,22
502,45
503,47
504,40
505,40
506,66
507,53
508,41
509,96
510,115
511,123
512,90
513,119
514,107
515,129
516,119
517,168
518,219
519,186
520,165
521,224
522,263
523,210
524,204
525,323
526,229
527,302
528,232
529,293
530,361
531,338
532,360
533,349
534,328
535,308
536,332
537,295
538,320
539,344
540,309
541,373
542,345
543,333
544,276
545,285
546,296
547,274
548,303
549,256
550,280
551,273
552,255
553,282
554,207
555,212
556,228
557,183
558,172
559,135
560,163
561,118
562,150
563,101
564,127
565,144
566,150
567,59
568,81
569,121
570,58
571,58
572,65
573,68
574,55
575,56
576,66
577,44
578,39
579,32
580,34
581,36
582,18
583,24
584,39
585,26
586,20
587,23
588,12
589,20
590,27
591,10
592,18
593,42
594,15
595,25
596,19
597,17
598,12
599,16
600,24
601,23
602,18
603,23
604,15
605,22
606,34
607,22
608,44
609,33
610,71
611,56
612,38
613,39
614,67
615,71
616,115
617,72
618,115
619,125
620,94
621,159
622,192
623,203
624,226
625,227
626,222
627,212
628,222
629,305
630,340
631,296
632,269
633,386
634,292
635,351
636,383
637,345
638,410
639,318
640,387
641,485
642,389
643,394
644,453
645,507
646,511
647,530
648,406
649,415
650,477
651,532
652,455
653,403
654,401
655,497
656,346
657,367
658,335
659,408
660,298
661,381
662,282
663,289
664,274
665,218
666,328
667,250
668,247
669,197
670,181
671,184
672,237
673,123
674,164
675,98
676,101
677,123
678,87
679,78
680,70
681,52
682,68
683,65
684,47
685,89
686,54
687,30
688,47
689,34
690,24
691,36
692,28
693,28
694,22
695,25
696,25
697,25
698,21
699,20
700,14
701,21
702,18
703,13
704,28
705,21
706,29
707,19
708,40
709,60
710,25
711,31
712,22
713,20
714,24
715,27
716,38
717,44
718,56
719,64
720,39
721,72
722,94
723,115
724,73
725,95
726,164
727,128
728,134
729,166
730,203
731,190
732,191
733,196
734,237
735,280
736,172
737,285
738,267
739,277
740,298
741,384
742,302
743,277
744,372
745,375
746,324
747,408
748,368
749,385
750,498
751,506
752,369
753,343
754,415
755,391
756,428
757,306
758,299
759,486
760,326
761,348
762,417
763,360
764,329
765,199
766,315
767,327
768,256
769,276
770,259
771,237
772,219
773,163
774,179
775,183
776,235
777,325
778,272
779,164
780,149
781,160
782,164
783,132
784,105
785,89
786,127
787,145
788,102
789,95
790,97
791,73
792,78
793,55
794,74
795,62
796,45
797,56
798,44
799,55
800,40
801,40
802,36
803,33
804,42
805,32
806,31
807,39
808,32
809,36
810,17
811,17
812,30
813,32
814,35
815,44
816,15
817,32
818,36
819,29
820,34
821,28
822,61
823,27
824,55
825,55
826,41
827,52
828,114
829,82
830,122
831,134
832,172
833,138
834,153
835,129
836,152
837,159
838,125
839,123
840,188
841,171
842,170
843,155
844,201
845,206
846,320
847,312
848,234
849,279
850,274
851,239
852,236
853,241
854,307
855,284
856,433
857,278
858,366
859,247
860,394
861,301
862,246
863,302
864,382
865,294
866,373
867,277
868,280
869,291
870,309
871,295
872,289
873,261
874,321
875,329
876,182
877,263
878,237
879,241
880,264
881,232
882,292
883,183
884,220
885,224
886,225
887,237
888,245
889,209
890,155
891,165
892,279
893,135
894,183
895,162
896,83
897,126
898,175
899,107
900,92
901,96
902,81
903,80
904,115
905,102
906,53
907,57
908,64
909,67
910,50
911,51
912,54
913,80
914,55
915,43
916,48
917,45
918,40
919,33
920,25
921,44
922,30
923,45
924,34
925,27
926,65
927,47
928,46
929,47
930,58
931,39
932,71
933,63
934,94
935,72
936,61
937,60
938,103
939,55
940,63
941,62
942,111
943,93
944,114
945,130
946,166
947,140
948,122
949,91
950,124
951,85
952,175
953,113
954,153
955,161
956,169
957,184
958,192
959,215
960,195
961,204
962,265
963,209
964,275
965,252
966,264
967,229
968,264
969,290
970,298
971,280
972,247
973,304
974,264
975,233
976,250
977,220
978,238
979,250
980,244
981,274
982,212
983,246
984,314
985,259
986,243
987,186
988,217
989,249
990,245
991,210
992,246
993,221
994,243
995,211
996,216
997,233
998,202
999,150
